 %      Time       Latitude      Longitude     Altitude       Vel-Xb       Vel-Yb       Vel-Zb         Roll        Pitch          Yaw       Wander     Accel-Xb     Accel-Yb     Accel-Zb     ARate-Xb     ARate-Yb     ARate-Zb
 %     (SOW)      (radians)      (radians)     (meters)        (m/s)        (m/s)        (m/s)    (radians)    (radians)    (radians)    (radians)       (m/s2)       (m/s2)       (m/s2)      (rad/s)      (rad/s)      (rad/s)
464796.61015   0.8400702254   0.2930626611   281.515829     2.512359     0.138949    -1.699688     0.012205    -0.021485    -0.896670     0.000000    -0.000024     0.025225     0.242633    -0.000024    -0.001991     0.008872
464796.61515   0.8400702267   0.2930626588   281.524394     2.512684     0.137912    -1.701625     0.012192    -0.021484    -0.896718     0.000000     0.000176     0.081945     0.546799     0.000176    -0.003690     0.010974
464796.62015   0.8400702280   0.2930626566   281.532970     2.513299     0.137126    -1.704607     0.012185    -0.021484    -0.896769     0.000000    -0.000224     0.134759     0.649492    -0.000224     0.000508     0.008772
464796.62515   0.8400702293   0.2930626544   281.541561     2.514114     0.136521    -1.707407     0.012192    -0.021485    -0.896810     0.000000    -0.000024     0.171930     0.449974    -0.000024     0.001707     0.006770
464796.63015   0.8400702306   0.2930626522   281.550164     2.515048     0.136057    -1.709652     0.012193    -0.021484    -0.896848     0.000000     0.000376     0.185612     0.447039     0.000376    -0.001491     0.009272
464796.63515   0.8400702319   0.2930626499   281.558780     2.516134     0.136053    -1.712325     0.012193    -0.021482    -0.896894     0.000000     0.000576     0.228621     0.641667     0.000576     0.001108     0.009272
464796.64015   0.8400702331   0.2930626477   281.567410     2.517520     0.136414    -1.715277     0.012202    -0.021482    -0.896940     0.000000    -0.000623     0.305886     0.542887    -0.000623     0.002007     0.008972
464796.64516   0.8400702344   0.2930626455   281.576053     2.519191     0.136849    -1.717847     0.012203    -0.021485    -0.896988     0.000000    -0.000823     0.342107     0.504744    -0.000823    -0.002191     0.011474
464796.65015   0.8400702357   0.2930626432   281.584710     2.521082     0.137606    -1.720554     0.012193    -0.021488    -0.897047     0.000000    -0.000323     0.387122     0.623085    -0.000323    -0.002391     0.012475
464796.65515   0.8400702370   0.2930626410   281.593381     2.523134     0.138965    -1.723396     0.012190    -0.021487    -0.897104     0.000000     0.000775     0.411559     0.547776     0.000775     0.000608     0.008672
464796.66015   0.8400702383   0.2930626388   281.602065     2.525262     0.140471    -1.725579     0.012191    -0.021486    -0.897146     0.000000    -0.000523     0.424266     0.352169    -0.000523    -0.000692     0.007371
464796.66515   0.8400702396   0.2930626365   281.610759     2.527533     0.141865    -1.727388     0.012189    -0.021488    -0.897186     0.000000    -0.000323     0.470253     0.420631    -0.000323    -0.000592     0.009573
464796.67015   0.8400702409   0.2930626343   281.619463     2.529930     0.143631    -1.729898     0.012195    -0.021488    -0.897233     0.000000     0.000376     0.473185     0.642645     0.000376     0.002607     0.008972
464796.67515   0.8400702422   0.2930626320   281.628182     2.532223     0.145735    -1.732609     0.012204    -0.021490    -0.897277     0.000000    -0.001322     0.426261     0.476381    -0.001322     0.000408     0.008972
464796.68015   0.8400702435   0.2930626298   281.636911     2.534452     0.147694    -1.734254     0.012196    -0.021498    -0.897328     0.000000    -0.001822     0.447852     0.222094    -0.001822    -0.003990     0.012475
464796.68515   0.8400702448   0.2930626276   281.645648     2.536821     0.149504    -1.735579     0.012184    -0.021498    -0.897390     0.000000     0.001674     0.487951     0.376622     0.001674    -0.001291     0.012375
464796.69015   0.8400702461   0.2930626253   281.654395     2.539133     0.151362    -1.738051     0.012187    -0.021492    -0.897446     0.000000     0.000675     0.420406     0.677854     0.000675     0.001807     0.008672
464796.69515   0.8400702474   0.2930626231   281.663155     2.541133     0.153043    -1.740852     0.012188    -0.021493    -0.897492     0.000000    -0.001123     0.355865     0.468556    -0.001123    -0.001791     0.010473
464796.70016   0.8400702487   0.2930626208   281.671926     2.542900     0.154482    -1.742444     0.012176    -0.021498    -0.897548     0.000000    -0.001023     0.331464     0.195684    -0.001023    -0.003690     0.012375
464796.70516   0.8400702500   0.2930626186   281.680705     2.544636     0.155773    -1.743669     0.012169    -0.021499    -0.897609     0.000000     0.000476     0.353968     0.346301     0.000476     0.000508     0.011474
464796.71015   0.8400702513   0.2930626163   281.689494     2.546329     0.156872    -1.746264     0.012173    -0.021498    -0.897665     0.000000    -0.000124     0.304076     0.751206    -0.000124     0.000708     0.010774
464796.71515   0.8400702526   0.2930626141   281.698297     2.547789     0.157715    -1.749670     0.012174    -0.021499    -0.897722     0.000000    -0.000024     0.249307     0.625040    -0.000024    -0.001191     0.012775
464796.72015   0.8400702539   0.2930626118   281.707115     2.549097     0.158475    -1.751778     0.012174    -0.021500    -0.897781     0.000000    -0.000523     0.260075     0.205464    -0.000523     0.000808     0.009472
464796.72515   0.8400702552   0.2930626096   281.715941     2.550352     0.159040    -1.753061     0.012180    -0.021503    -0.897826     0.000000    -0.000923     0.234680     0.335544    -0.000923     0.001108     0.008071
464796.73015   0.8400702565   0.2930626073   281.724776     2.551606     0.159207    -1.755540     0.012178    -0.021506    -0.897871     0.000000    -0.000224     0.246442     0.703285    -0.000224    -0.002291     0.011474
464796.73516   0.8400702578   0.2930626051   281.733626     2.552783     0.159214    -1.758734     0.012174    -0.021506    -0.897929     0.000000     0.000176     0.192648     0.576140     0.000176    -0.000092     0.011574
464796.74015   0.8400702592   0.2930626028   281.742488     2.553776     0.159173    -1.760374     0.012182    -0.021508    -0.897984     0.000000    -0.001023     0.198535     0.035289    -0.001023     0.002807     0.009573
464796.74515   0.8400702605   0.2930626006   281.751355     2.554684     0.158808    -1.760806     0.012189    -0.021514    -0.898033     0.000000    -0.001422     0.165338     0.147765    -0.001422    -0.000592     0.010874
464796.75015   0.8400702618   0.2930625983   281.760226     2.555672     0.158109    -1.762352     0.012189    -0.021520    -0.898091     0.000000    -0.001222     0.223104     0.503770    -0.001222     0.000008     0.013376
464796.75515   0.8400702631   0.2930625961   281.769108     2.556726     0.157494    -1.764613     0.012199    -0.021523    -0.898153     0.000000     0.000176     0.184005     0.382496     0.000176     0.003607     0.009973
464796.76015   0.8400702644   0.2930625938   281.777996     2.557585     0.156775    -1.765443     0.012209    -0.021524    -0.898202     0.000000    -0.000723     0.160543    -0.105541    -0.000723     0.000008     0.009372
464796.76515   0.8400702657   0.2930625916   281.786886     2.558352     0.155748    -1.765191     0.012199    -0.021526    -0.898254     0.000000    -0.000224     0.146870     0.015733    -0.000224    -0.004890     0.012675
464796.77015   0.8400702670   0.2930625893   281.795778     2.559193     0.154747    -1.765999     0.012183    -0.021527    -0.898318     0.000000    -0.000323     0.183068     0.341417    -0.000323    -0.001791     0.012775
464796.77515   0.8400702683   0.2930625870   281.804675     2.560130     0.153862    -1.767414     0.012178    -0.021529    -0.898378     0.000000    -0.000423     0.180149     0.211338    -0.000423    -0.000792     0.010073
464796.78015   0.8400702697   0.2930625848   281.813577     2.560988     0.152781    -1.767804     0.012171    -0.021531    -0.898428     0.000000    -0.000523     0.157675    -0.085007    -0.000523    -0.002791     0.010173
464796.78515   0.8400702710   0.2930625825   281.822479     2.561804     0.151726    -1.767676     0.012164    -0.021534    -0.898479     0.000000    -0.000823     0.172377     0.044094    -0.000823    -0.000292     0.009973
464796.79016   0.8400702723   0.2930625802   281.831383     2.562668     0.151080    -1.768531     0.012173    -0.021538    -0.898526     0.000000    -0.000523     0.174365     0.316967    -0.000523     0.003507     0.008272
464796.79515   0.8400702736   0.2930625779   281.840521     2.563830     0.150325    -1.770105     0.012178    -0.021540    -0.898570     0.000000     0.000276     0.186189     0.263173     0.000276     0.001507     0.010974
464796.80015   0.8400702749   0.2930625757   281.849437     2.564831     0.149850    -1.771242     0.012180    -0.021538    -0.898628     0.000000     0.000576     0.213548     0.182979     0.000576    -0.001091     0.012675
464796.80515   0.8400702763   0.2930625734   281.858781     2.566015     0.150060    -1.772141     0.012167    -0.021540    -0.898690     0.000000    -0.000024     0.234102     0.255352    -0.000024     0.000208     0.009973
464796.81015   0.8400702776   0.2930625711   281.867709     2.567169     0.150311    -1.773649     0.012165    -0.021542    -0.898737     0.000000    -0.000623     0.217491     0.369781    -0.000623    -0.001191     0.007771
464796.81515   0.8400702789   0.2930625688   281.876645     2.568418     0.150472    -1.775217     0.012154    -0.021543    -0.898778     0.000000    -0.000024     0.263472     0.274911    -0.000024    -0.003790     0.009372
464796.82015   0.8400702802   0.2930625665   281.885589     2.569821     0.150691    -1.776569     0.012149    -0.021541    -0.898824     0.000000     0.000975     0.288876     0.283712     0.000975     0.001607     0.008572
464796.82515   0.8400702815   0.2930625643   281.894540     2.571223     0.151207    -1.778217     0.012165    -0.021537    -0.898865     0.000000     0.000576     0.272211     0.387384     0.000576     0.004006     0.007071
464796.83015   0.8400702828   0.2930625620   281.903499     2.572529     0.151831    -1.780156     0.012173    -0.021534    -0.898905     0.000000     0.000576     0.243819     0.401078     0.000576    -0.000891     0.010573
464796.83515   0.8400702842   0.2930625597   281.912468     2.573913     0.152526    -1.781755     0.012171    -0.021533    -0.898959     0.000000    -0.000323     0.298580     0.252416    -0.000323    -0.000592     0.011674
464796.84015   0.8400702855   0.2930625574   281.921444     2.575509     0.153346    -1.782917     0.012179    -0.021535    -0.899013     0.000000    -0.000323     0.338693     0.231878    -0.000323     0.003207     0.008772
464796.84515   0.8400702868   0.2930625551   281.930426     2.577158     0.154188    -1.784496     0.012189    -0.021535    -0.899058     0.000000     0.000176     0.317178     0.431398     0.000176     0.000608     0.009573
464796.85015   0.8400702881   0.2930625529   281.939418     2.578799     0.155084    -1.786504     0.012183    -0.021533    -0.899108     0.000000     0.000775     0.323020     0.401078     0.000775    -0.003790     0.010573
464796.85515   0.8400702894   0.2930625506   281.948418     2.580472     0.156086    -1.788033     0.012172    -0.021530    -0.899157     0.000000     0.000276     0.332773     0.235788     0.000276    -0.000991     0.007871
464796.86016   0.8400702908   0.2930625483   281.957426     2.582240     0.156865    -1.789236     0.012171    -0.021529    -0.899198     0.000000     0.000076     0.367972     0.275887     0.000076     0.000108     0.009372
464796.86515   0.8400702921   0.2930625460   281.966442     2.584125     0.157429    -1.791402     0.012166    -0.021527    -0.899250     0.000000     0.000675     0.368929     0.642649     0.000675    -0.002591     0.012575
464796.87015   0.8400702934   0.2930625437   281.975471     2.586077     0.158130    -1.794351     0.012163    -0.021525    -0.899310     0.000000    -0.000024     0.389449     0.559514    -0.000024     0.000808     0.010473
464796.87515   0.8400702947   0.2930625414   281.984512     2.587990     0.158918    -1.796318     0.012171    -0.021527    -0.899356     0.000000    -0.000923     0.365998     0.228940    -0.000923     0.001907     0.006270
464796.88016   0.8400702961   0.2930625392   281.993561     2.589891     0.159364    -1.797388     0.012171    -0.021530    -0.899391     0.000000    -0.000124     0.388517     0.225029    -0.000124    -0.002391     0.008972
464796.88516   0.8400702974   0.2930625369   282.002618     2.591919     0.159658    -1.799238     0.012162    -0.021528    -0.899439     0.000000     0.000975     0.407076     0.567339     0.000975    -0.001591     0.010473
464796.89016   0.8400702987   0.2930625346   282.011685     2.593959     0.160106    -1.801786     0.012165    -0.021524    -0.899487     0.000000     0.000476     0.393347     0.464645     0.000476     0.002307     0.007671
464796.89515   0.8400703000   0.2930625323   282.020762     2.595831     0.160316    -1.803085     0.012170    -0.021525    -0.899524     0.000000    -0.000923     0.350323     0.041157    -0.000923    -0.000392     0.007371
464796.90015   0.8400703014   0.2930625300   282.029843     2.597589     0.160154    -1.803202     0.012165    -0.021531    -0.899565     0.000000    -0.001222     0.352330     0.026487    -0.001222    -0.002391     0.009573
464796.90515   0.8400703027   0.2930625277   282.038925     2.599335     0.159936    -1.803795     0.012163    -0.021535    -0.899610     0.000000    -0.000523     0.343570     0.243611    -0.000523     0.001408     0.007971
464796.91015   0.8400703040   0.2930625254   282.048011     2.600913     0.159613    -1.804622     0.012172    -0.021537    -0.899647     0.000000    -0.000224     0.286861     0.079303    -0.000224     0.001707     0.006170
464796.91515   0.8400703054   0.2930625231   282.057098     2.602158     0.158850    -1.804206     0.012168    -0.021536    -0.899683     0.000000     0.000675     0.216430    -0.269856     0.000675    -0.003690     0.009172
464796.92015   0.8400703067   0.2930625208   282.066181     2.603135     0.157919    -1.802934     0.012158    -0.021532    -0.899732     0.000000     0.000675     0.188032    -0.235626     0.000675    -0.000891     0.011174
464796.92516   0.8400703080   0.2930625185   282.075259     2.603892     0.157068    -1.802326     0.012161    -0.021532    -0.899787     0.000000    -0.000423     0.126407     0.001058    -0.000423     0.001707     0.010573
464796.93016   0.8400703094   0.2930625162   282.084335     2.604408     0.156170    -1.802256     0.012163    -0.021535    -0.899842     0.000000    -0.001123     0.084386    -0.041975    -0.001123    -0.001391     0.012175
464796.93515   0.8400703107   0.2930625139   282.093409     2.604682     0.155215    -1.801604     0.012157    -0.021540    -0.899902     0.000000    -0.000923     0.028685    -0.239537    -0.000923    -0.001791     0.011274
464796.94016   0.8400703120   0.2930625116   282.102478     2.604717     0.154371    -1.800291     0.012157    -0.021547    -0.899954     0.000000    -0.002021    -0.000586    -0.299195    -0.002021     0.001408     0.008472
464796.94515   0.8400703134   0.2930625093   282.111541     2.604466     0.153583    -1.799194     0.012163    -0.021558    -0.899999     0.000000    -0.002321    -0.091439    -0.139773    -0.002321     0.000508     0.010173
464796.95015   0.8400703147   0.2930625070   282.120600     2.604012     0.152800    -1.798481     0.012165    -0.021567    -0.900055     0.000000    -0.001322    -0.078639    -0.161288    -0.001322    -0.000092     0.014176
464796.95516   0.8400703160   0.2930625047   282.129655     2.603519     0.152302    -1.797770     0.012173    -0.021572    -0.900120     0.000000    -0.000923    -0.104993    -0.138791    -0.000923     0.002807     0.010273
464796.96016   0.8400703174   0.2930625024   282.138706     2.602872     0.151973    -1.797049     0.012186    -0.021577    -0.900169     0.000000    -0.000923    -0.139181    -0.172041    -0.000923     0.001608     0.008772
464796.96515   0.8400703187   0.2930625000   282.147754     2.602093     0.151594    -1.796431     0.012181    -0.021582    -0.900217     0.000000    -0.001023    -0.168477    -0.075216    -0.001023    -0.004090     0.011574
464796.97015   0.8400703200   0.2930624977   282.156799     2.601416     0.151355    -1.795967     0.012168    -0.021585    -0.900275     0.000000    -0.000523    -0.095089    -0.113360    -0.000523    -0.001791     0.011574
464796.97515   0.8400703213   0.2930624954   282.165842     2.600964     0.151365    -1.795455     0.012167    -0.021585    -0.900328     0.000000     0.000576    -0.073575    -0.095756     0.000576     0.001008     0.008272
464796.98015   0.8400703227   0.2930624931   282.174883     2.600582     0.151339    -1.795154     0.012167    -0.021581    -0.900375     0.000000     0.000975    -0.068726    -0.027294     0.000975    -0.001591     0.011574
464796.98515   0.8400703240   0.2930624908   282.183922     2.600329     0.151336    -1.794930     0.012158    -0.021576    -0.900437     0.000000     0.000975    -0.021832    -0.067396     0.000975    -0.002491     0.014777
464796.99015   0.8400703253   0.2930624885   282.192959     2.600349     0.151693    -1.794249     0.012152    -0.021574    -0.900509     0.000000    -0.000124     0.048561    -0.212146    -0.000124    -0.000492     0.013275
464796.99516   0.8400703268   0.2930624862   282.202027     2.601090     0.152459    -1.793190     0.012159    -0.021583    -0.900579     0.000000    -0.001122     0.131892    -0.194539    -0.001122    -0.002591     0.013075
464797.00016   0.8400703281   0.2930624839   282.211057     2.601888     0.152584    -1.792893     0.012144    -0.021586    -0.900648     0.000000    -0.000523     0.189635     0.118434    -0.000523    -0.003790     0.014977
464797.00515   0.8400703295   0.2930624816   282.220204     2.602903     0.152629    -1.793219     0.012145    -0.021599    -0.900708     0.000000    -0.000124     0.273819     0.037258    -0.000124     0.001008     0.012375
464797.01015   0.8400703309   0.2930624793   282.229234     2.604299     0.153008    -1.792708     0.012154    -0.021599    -0.900765     0.000000    -0.000223     0.302187    -0.245392    -0.000223     0.002207     0.009573
464797.01516   0.8400703322   0.2930624770   282.238259     2.605990     0.153118    -1.791464     0.012154    -0.021600    -0.900818     0.000000    -0.000024     0.390212    -0.233656    -0.000024    -0.002791     0.012975
464797.02015   0.8400703335   0.2930624747   282.247280     2.608130     0.153106    -1.791120     0.012146    -0.021597    -0.900886     0.000000     0.000875     0.471363     0.138974     0.000875    -0.001091     0.014777
464797.02515   0.8400703349   0.2930624724   282.256302     2.610498     0.153326    -1.791708     0.012154    -0.021597    -0.900960     0.000000    -0.000923     0.484075     0.113545    -0.000923     0.003407     0.014576
464797.03015   0.8400703362   0.2930624700   282.265325     2.612984     0.153682    -1.791272     0.012165    -0.021604    -0.901033     0.000000    -0.001922     0.527172    -0.286469    -0.001922     0.000408     0.015177
464797.03516   0.8400703375   0.2930624677   282.274342     2.615689     0.154016    -1.789835     0.012161    -0.021610    -0.901109     0.000000    -0.000823     0.573202    -0.249302    -0.000823    -0.002491     0.015077
464797.04015   0.8400703389   0.2930624654   282.283355     2.618685     0.154406    -1.789145     0.012160    -0.021611    -0.901178     0.000000     0.000276     0.638740     0.024547     0.000276     0.001308     0.010473
464797.04516   0.8400703402   0.2930624631   282.292366     2.621714     0.154694    -1.789358     0.012163    -0.021610    -0.901228     0.000000     0.000176     0.582000     0.094965     0.000176    -0.000591     0.009172
464797.05016   0.8400703415   0.2930624607   282.301378     2.624605     0.154753    -1.788997     0.012153    -0.021607    -0.901278     0.000000     0.000975     0.582947    -0.223875     0.000975    -0.003790     0.012175
464797.05516   0.8400703429   0.2930624584   282.310385     2.627389     0.154869    -1.787784     0.012151    -0.021602    -0.901340     0.000000     0.001075     0.553552    -0.235613     0.001075     0.002107     0.012875
464797.06015   0.8400703442   0.2930624561   282.319387     2.630154     0.155056    -1.787139     0.012167    -0.021599    -0.901405     0.000000    -0.000223     0.577978     0.006940    -0.000223     0.003707     0.013075
464797.06515   0.8400703456   0.2930624538   282.328390     2.632888     0.155038    -1.787574     0.012173    -0.021603    -0.901473     0.000000    -0.001422     0.522265     0.201569    -0.001422    -0.001891     0.014877
464797.07016   0.8400703469   0.2930624514   282.337394     2.635483     0.154907    -1.788004     0.012169    -0.021611    -0.901545     0.000000    -0.001722     0.515491    -0.012619    -0.001722    -0.000492     0.013476
464797.07516   0.8400703482   0.2930624491   282.346398     2.637819     0.154851    -1.787624     0.012175    -0.021616    -0.901609     0.000000    -0.000623     0.432413    -0.127047    -0.000623     0.002407     0.011274
464797.08015   0.8400703496   0.2930624467   282.355401     2.639813     0.154619    -1.787408     0.012180    -0.021621    -0.901671     0.000000    -0.001222     0.375727     0.066605    -0.001222    -0.000991     0.015377
464797.08516   0.8400703509   0.2930624444   282.364405     2.641669     0.154236    -1.788077     0.012172    -0.021629    -0.901756     0.000000    -0.002521     0.361141     0.233849    -0.002521    -0.002890     0.020681
464797.09015   0.8400703523   0.2930624421   282.373414     2.643399     0.154061    -1.788938     0.012168    -0.021641    -0.901859     0.000000    -0.002621     0.324094     0.126267    -0.002621     0.000008     0.019981
464797.09516   0.8400703536   0.2930624397   282.382424     2.644882     0.153925    -1.789063     0.012175    -0.021650    -0.901957     0.000000    -0.001222     0.277234    -0.080094    -0.001222     0.002007     0.018980
464797.10016   0.8400703550   0.2930624374   282.391435     2.646110     0.153637    -1.788934     0.012184    -0.021651    -0.902055     0.000000     0.000775     0.229312     0.034337     0.000775     0.000608     0.021382
464797.10515   0.8400703563   0.2930624350   282.400446     2.647294     0.153402    -1.789322     0.012187    -0.021643    -0.902161     0.000000     0.001874     0.257602     0.123337     0.001874    -0.000092     0.020581
464797.11015   0.8400703577   0.2930624327   282.409459     2.648396     0.153192    -1.789820     0.012189    -0.021635    -0.902260     0.000000     0.001275     0.191011     0.069543     0.001275    -0.000092     0.017879
464797.11516   0.8400703590   0.2930624303   282.418474     2.649249     0.152713    -1.789923     0.012183    -0.021630    -0.902352     0.000000     0.000476     0.155750    -0.036087     0.000476    -0.003390     0.019881
464797.12016   0.8400703604   0.2930624279   282.427488     2.649965     0.152129    -1.789954     0.012173    -0.021627    -0.902456     0.000000     0.000276     0.135184     0.055846     0.000276    -0.001391     0.022282
464797.12516   0.8400703617   0.2930624256   282.436504     2.650654     0.151703    -1.790181     0.012178    -0.021624    -0.902564     0.000000     0.000676     0.153735     0.023572     0.000676     0.002307     0.020381
464797.13015   0.8400703631   0.2930624232   282.445520     2.651366     0.151178    -1.790199     0.012182    -0.021622    -0.902664     0.000000    -0.000124     0.143933    -0.029243    -0.000124    -0.001491     0.019080
464797.13516   0.8400703644   0.2930624209   282.454536     2.652027     0.150384    -1.790299     0.012175    -0.021622    -0.902764     0.000000    -0.000024     0.124366     0.073449    -0.000024    -0.002391     0.021882
464797.14016   0.8400703658   0.2930624185   282.463553     2.652601     0.149725    -1.790638     0.012177    -0.021618    -0.902879     0.000000     0.001175     0.114548     0.048021     0.001175     0.002107     0.025385
464797.14515   0.8400703671   0.2930624162   282.472571     2.653084     0.149365    -1.790524     0.012181    -0.021613    -0.903013     0.000000     0.000276     0.094938    -0.118246     0.000276    -0.001691     0.030389
464797.15015   0.8400703685   0.2930624138   282.481586     2.653690     0.149004    -1.790001     0.012165    -0.021613    -0.903171     0.000000    -0.000923     0.161444    -0.080106    -0.000923    -0.006389     0.034292
464797.15515   0.8400703698   0.2930624114   282.490602     2.654576     0.148713    -1.790184     0.012150    -0.021615    -0.903339     0.000000    -0.000523     0.197652     0.185919    -0.000523    -0.000991     0.031590
464797.16016   0.8400703711   0.2930624091   282.499619     2.655504     0.148476    -1.791047     0.012158    -0.021617    -0.903491     0.000000    -0.000523     0.181037     0.150711    -0.000523     0.003207     0.028087
464797.16516   0.8400703725   0.2930624067   282.508640     2.656294     0.148028    -1.791294     0.012170    -0.021621    -0.903634     0.000000    -0.001622     0.146843    -0.081081    -0.001622     0.000008     0.030089
464797.17016   0.8400703738   0.2930624043   282.517659     2.657190     0.147438    -1.790779     0.012169    -0.021626    -0.903789     0.000000    -0.001022     0.234915    -0.129982    -0.001022    -0.001791     0.032691
464797.17516   0.8400703752   0.2930624020   282.526678     2.658338     0.146765    -1.790817     0.012170    -0.021625    -0.903951     0.000000     0.000676     0.238820     0.164406     0.000676     0.000708     0.031890
464797.18016   0.8400703765   0.2930623996   282.535698     2.659426     0.145794    -1.791830     0.012171    -0.021621    -0.904115     0.000000     0.000576     0.198670     0.232867     0.000576    -0.001991     0.035092
464797.18515   0.8400703779   0.2930623972   282.544723     2.660392     0.144642    -1.792363     0.012162    -0.021618    -0.904297     0.000000    -0.000024     0.192770    -0.052721    -0.000024    -0.003090     0.038996
464797.19015   0.8400703792   0.2930623949   282.553747     2.661453     0.143722    -1.791921     0.012160    -0.021616    -0.904487     0.000000     0.000076     0.257303    -0.140744     0.000076     0.000508     0.035993
464797.19515   0.8400703806   0.2930623924   282.563037     2.663228     0.142308    -1.792010     0.012148    -0.021625    -0.904658     0.000000    -0.000523     0.255519     0.175146    -0.000523     0.000508     0.031890
464797.20016   0.8400703820   0.2930623900   282.572063     2.664455     0.140968    -1.793433     0.012147    -0.021628    -0.904822     0.000000    -0.001422     0.232069     0.398158    -0.001422    -0.002490     0.035092
464797.20515   0.8400703833   0.2930623875   282.581227     2.665641     0.140141    -1.794556     0.012117    -0.021643    -0.905011     0.000000    -0.000823     0.232197     0.071491    -0.000823    -0.000092     0.038195
464797.21016   0.8400703846   0.2930623851   282.590262     2.666756     0.139127    -1.794282     0.012124    -0.021646    -0.905201     0.000000    -0.000923     0.236135    -0.208225    -0.000923     0.001108     0.037494
464797.21516   0.8400703860   0.2930623827   282.599296     2.667851     0.137987    -1.793909     0.012123    -0.021649    -0.905392     0.000000    -0.000923     0.219531     0.061711    -0.000923    -0.003190     0.039896
464797.22015   0.8400703873   0.2930623803   282.608331     2.668961     0.136704    -1.794976     0.012111    -0.021649    -0.905597     0.000000     0.000076     0.223443     0.373702     0.000076    -0.003190     0.043099
464797.22515   0.8400703886   0.2930623779   282.617372     2.670013     0.135688    -1.796010     0.012110    -0.021644    -0.905809     0.000000     0.000975     0.206773     0.007918     0.000975     0.000608     0.040697
464797.23015   0.8400703900   0.2930623755   282.626413     2.670940     0.134828    -1.795178     0.012112    -0.021640    -0.906008     0.000000     0.000076     0.193036    -0.374495     0.000076    -0.001591     0.037895
464797.23516   0.8400703913   0.2930623731   282.635449     2.671814     0.133835    -1.794070     0.012105    -0.021637    -0.906200     0.000000     0.000176     0.180294    -0.061526     0.000176    -0.002790     0.039296
464797.24015   0.8400703927   0.2930623707   282.644483     2.672742     0.132947    -1.794544     0.012105    -0.021634    -0.906395     0.000000     0.000376     0.202758     0.253401     0.000376     0.001208     0.038095
464797.24515   0.8400703940   0.2930623683   282.653520     2.673502     0.132207    -1.795335     0.012115    -0.021631    -0.906585     0.000000     0.000076     0.117639     0.031388     0.000076     0.001008     0.038095
464797.25015   0.8400703953   0.2930623659   282.662557     2.674039     0.131484    -1.794778     0.012113    -0.021628    -0.906781     0.000000     0.000276     0.118589    -0.283541     0.000276    -0.003590     0.041898
464797.25516   0.8400703967   0.2930623635   282.671591     2.674617     0.131021    -1.794021     0.012103    -0.021626    -0.906991     0.000000    -0.000024     0.131278    -0.006759    -0.000024    -0.002390     0.041998
464797.26015   0.8400703980   0.2930623611   282.680625     2.675234     0.130798    -1.794779     0.012102    -0.021620    -0.907198     0.000000     0.001375     0.125357     0.319903     0.001375     0.000308     0.039896
464797.26516   0.8400703994   0.2930623587   282.689664     2.675662     0.130524    -1.796008     0.012103    -0.021611    -0.907397     0.000000     0.001575     0.053867     0.147767     0.001575    -0.001691     0.039796
464797.27016   0.8400704007   0.2930623563   282.698706     2.675904     0.130277    -1.795992     0.012097    -0.021602    -0.907595     0.000000     0.001375     0.059646    -0.182811     0.001375    -0.002390     0.038795
464797.27516   0.8400704020   0.2930623539   282.707746     2.676051     0.130217    -1.795546     0.012099    -0.021591    -0.907785     0.000000     0.002174     0.023354     0.000079     0.002174     0.001308     0.035793
464797.28015   0.8400704034   0.2930623515   282.716786     2.676048     0.129992    -1.796125     0.012110    -0.021577    -0.907968     0.000000     0.002973    -0.004179     0.215245     0.002973     0.001408     0.039096
464797.28515   0.8400704047   0.2930623491   282.725830     2.675990     0.129594    -1.797054     0.012112    -0.021562    -0.908173     0.000000     0.001874    -0.005298     0.125263     0.001874    -0.002290     0.045601
464797.29016   0.8400704061   0.2930623467   282.734876     2.675965     0.129520    -1.797046     0.012111    -0.021557    -0.908400     0.000000    -0.000523     0.014210    -0.158368    -0.000523    -0.000291     0.045000
464797.29516   0.8400704074   0.2930623443   282.743920     2.676022     0.129699    -1.796180     0.012113    -0.021560    -0.908618     0.000000    -0.001522     0.032822    -0.194555    -0.001522    -0.000891     0.039996
464797.30016   0.8400704087   0.2930623419   282.752961     2.676095     0.129494    -1.795861     0.012102    -0.021561    -0.908820     0.000000     0.000376     0.006418     0.084183     0.000376    -0.005189     0.041197
464797.30516   0.8400704101   0.2930623395   282.762002     2.676243     0.129062    -1.796222     0.012088    -0.021554    -0.909027     0.000000     0.001675     0.061118     0.051905     0.001675    -0.002290     0.041798
464797.31016   0.8400704114   0.2930623371   282.771043     2.676439     0.128846    -1.796122     0.012090    -0.021544    -0.909232     0.000000     0.001275     0.038533    -0.120230     0.001275     0.001608     0.038595
464797.31516   0.8400704127   0.2930623347   282.780083     2.676529     0.128539    -1.795511     0.012095    -0.021538    -0.909427     0.000000     0.000376     0.022822    -0.144682     0.000376    -0.001391     0.040196
464797.32016   0.8400704141   0.2930623322   282.789120     2.676616     0.127970    -1.795309     0.012090    -0.021532    -0.909631     0.000000     0.001275     0.028627     0.063637     0.001275    -0.002790     0.042398
464797.32516   0.8400704154   0.2930623298   282.798157     2.676867     0.127375    -1.795513     0.012089    -0.021522    -0.909842     0.000000     0.002074     0.092097    -0.007761     0.002074     0.000808     0.041798
