 %      Time       Latitude      Longitude     Altitude       Vel-Xb       Vel-Yb       Vel-Zb         Roll        Pitch          Yaw       Wander     Accel-Xb     Accel-Yb     Accel-Zb     ARate-Xb     ARate-Yb     ARate-Zb
 %     (SOW)      (radians)      (radians)     (meters)        (m/s)        (m/s)        (m/s)    (radians)    (radians)    (radians)    (radians)       (m/s2)       (m/s2)       (m/s2)      (rad/s)      (rad/s)      (rad/s)
464793.95515   0.8400695486   0.2930638586   277.198623     2.209764     0.129404    -1.571628     0.012983    -0.020461    -0.894119     0.000000    -0.000424     0.364156     0.620039    -0.000424     0.003706    -0.001436
464793.96015   0.8400695497   0.2930638566   277.206531     2.211682     0.131007    -1.573854     0.012991    -0.020465    -0.894114     0.000000    -0.001123     0.396474     0.218070    -0.001123    -0.001192    -0.000235
464793.96515   0.8400695509   0.2930638547   277.214448     2.213762     0.132480    -1.575131     0.012982    -0.020469    -0.894117     0.000000    -0.000324     0.428788     0.378467    -0.000324    -0.003191     0.002267
464793.97015   0.8400695520   0.2930638527   277.222374     2.216042     0.134014    -1.577571     0.012975    -0.020470    -0.894128     0.000000     0.000176     0.471827     0.722733     0.000176     0.001507     0.001866
464793.97515   0.8400695531   0.2930638508   277.230315     2.218449     0.135493    -1.580998     0.012981    -0.020469    -0.894134     0.000000     0.000376     0.466926     0.676767     0.000376     0.000408     0.000065
464793.98015   0.8400695543   0.2930638488   277.238272     2.220891     0.136466    -1.583854     0.012974    -0.020468    -0.894135     0.000000     0.000575     0.492335     0.454752     0.000575    -0.003790     0.000065
464793.98515   0.8400695555   0.2930638468   277.246243     2.223459     0.137114    -1.586377     0.012961    -0.020469    -0.894132     0.000000    -0.001223     0.514851     0.638620    -0.001223    -0.000892    -0.002137
464793.99015   0.8400695566   0.2930638449   277.254229     2.226176     0.137537    -1.589940     0.012962    -0.020477    -0.894119     0.000000    -0.002122     0.549171     0.876284    -0.002122     0.001607    -0.003137
464793.99515   0.8400695576   0.2930638429   277.262540     2.228795     0.136773    -1.594243     0.012930    -0.020461    -0.894110     0.000000    -0.001023     0.531436     0.802937    -0.001023    -0.000692     0.000565
464794.00015   0.8400695587   0.2930638409   277.270565     2.231589     0.136003    -1.597921     0.012927    -0.020466    -0.894117     0.000000    -0.000623     0.558892     0.656219    -0.000623    -0.000392     0.002567
464794.00515   0.8400695598   0.2930638391   277.278676     2.235029     0.135566    -1.601327     0.012919    -0.020452    -0.894129     0.000000    -0.001822     0.550944     0.754022    -0.001822     0.002407    -0.000535
464794.01015   0.8400695609   0.2930638371   277.286738     2.237837     0.134483    -1.605389     0.012927    -0.020461    -0.894128     0.000000    -0.001522     0.538316     0.908553    -0.001522     0.000408     0.000565
464794.01515   0.8400695621   0.2930638351   277.294821     2.240631     0.133004    -1.609847     0.012924    -0.020468    -0.894133     0.000000    -0.001123     0.538383     0.878234    -0.001123    -0.002091     0.001967
464794.02015   0.8400695633   0.2930638331   277.302926     2.243423     0.131395    -1.614066     0.012921    -0.020475    -0.894138     0.000000    -0.001522     0.540409     0.801949    -0.001522     0.001507    -0.001336
464794.02515   0.8400695644   0.2930638311   277.311051     2.246147     0.129845    -1.618239     0.012928    -0.020484    -0.894130     0.000000    -0.001722     0.512132     0.884106    -0.001722     0.001407    -0.002337
464794.03015   0.8400695656   0.2930638292   277.319198     2.248750     0.128202    -1.622770     0.012926    -0.020491    -0.894126     0.000000    -0.000823     0.483833     0.944744    -0.000823    -0.003091     0.002367
464794.03515   0.8400695667   0.2930638272   277.327368     2.251310     0.126569    -1.627242     0.012916    -0.020496    -0.894140     0.000000    -0.001023     0.498551     0.829337    -0.001023    -0.000492     0.004068
464794.04015   0.8400695679   0.2930638252   277.335559     2.253848     0.125206    -1.631319     0.012920    -0.020503    -0.894155     0.000000    -0.001822     0.481020     0.799020    -0.001822     0.002407     0.000565
464794.04515   0.8400695691   0.2930638232   277.343770     2.256309     0.123995    -1.635486     0.012924    -0.020507    -0.894157     0.000000     0.000675     0.467358     0.888999     0.000675    -0.001691     0.000165
464794.05015   0.8400695702   0.2930638212   277.352002     2.258666     0.122921    -1.639906     0.012916    -0.020504    -0.894160     0.000000     0.000775     0.431139     0.887042     0.000775    -0.001391     0.001266
464794.05515   0.8400695714   0.2930638192   277.360256     2.260946     0.122182    -1.644002     0.012915    -0.020505    -0.894161     0.000000    -0.001323     0.447784     0.732512    -0.001323     0.001107    -0.001736
464794.06015   0.8400695725   0.2930638172   277.368530     2.263184     0.121571    -1.647743     0.012919    -0.020515    -0.894153     0.000000    -0.002721     0.408768     0.789240    -0.002721     0.000608    -0.001436
464794.06515   0.8400695737   0.2930638151   277.376823     2.265347     0.121036    -1.651803     0.012918    -0.020527    -0.894151     0.000000    -0.001422     0.417675     0.868463    -0.001422    -0.001391     0.001466
464794.07015   0.8400695749   0.2930638131   277.385136     2.267416     0.120923    -1.655812     0.012916    -0.020532    -0.894156     0.000000    -0.000523     0.365890     0.728605    -0.000523     0.001107     0.000165
464794.07515   0.8400695760   0.2930638111   277.393466     2.269325     0.121071    -1.658878     0.012920    -0.020535    -0.894156     0.000000    -0.000523     0.374721     0.464537    -0.000523     0.000308    -0.000235
464794.08015   0.8400695772   0.2930638091   277.401812     2.271197     0.121136    -1.661559     0.012916    -0.020538    -0.894157     0.000000    -0.000124     0.344422     0.669924    -0.000124    -0.002391     0.001166
464794.08514   0.8400695784   0.2930638071   277.410173     2.272978     0.121228    -1.665152     0.012911    -0.020539    -0.894162     0.000000    -0.000523     0.331727     0.818584    -0.000523     0.000608     0.000565
464794.09015   0.8400695795   0.2930638051   277.418551     2.274644     0.121607    -1.668687     0.012916    -0.020544    -0.894161     0.000000    -0.001422     0.300482     0.564297    -0.001422     0.001807    -0.001636
464794.09515   0.8400695807   0.2930638031   277.426945     2.276235     0.121872    -1.671062     0.012917    -0.020551    -0.894158     0.000000    -0.001023     0.317172     0.368692    -0.001023    -0.002291     0.001666
464794.10015   0.8400695819   0.2930638010   277.435351     2.277913     0.121907    -1.673514     0.012905    -0.020558    -0.894171     0.000000    -0.001722     0.327022     0.707091    -0.001722    -0.002591     0.004168
464794.10515   0.8400695830   0.2930637990   277.443772     2.279700     0.122113    -1.677249     0.012903    -0.020567    -0.894186     0.000000    -0.001822     0.356453     0.838149    -0.001822     0.002307     0.000565
464794.11015   0.8400695842   0.2930637970   277.452212     2.281429     0.122385    -1.680773     0.012911    -0.020577    -0.894185     0.000000    -0.001722     0.294928     0.528116    -0.001722     0.000808    -0.001636
464794.11515   0.8400695854   0.2930637950   277.460666     2.283091     0.122332    -1.682927     0.012908    -0.020585    -0.894182     0.000000    -0.001123     0.359551     0.310993    -0.001123    -0.002691     0.001366
464794.12015   0.8400695865   0.2930637929   277.469131     2.285014     0.122193    -1.685324     0.012901    -0.020590    -0.894188     0.000000    -0.000923     0.389924     0.762844    -0.000923     0.000108     0.000966
464794.12515   0.8400695877   0.2930637909   277.477613     2.287074     0.122157    -1.689425     0.012901    -0.020594    -0.894192     0.000000    -0.000523     0.399743     0.931067    -0.000523     0.000208     0.000165
464794.13015   0.8400695889   0.2930637889   277.486114     2.289142     0.121971    -1.693195     0.012895    -0.020598    -0.894196     0.000000    -0.000823     0.389020     0.513446    -0.000823    -0.003291     0.002467
464794.13515   0.8400695901   0.2930637868   277.494630     2.291353     0.121602    -1.695254     0.012884    -0.020606    -0.894209     0.000000    -0.002321     0.490815     0.291433    -0.002321    -0.001192     0.002467
464794.14015   0.8400695912   0.2930637848   277.503157     2.293984     0.121284    -1.697510     0.012883    -0.020615    -0.894214     0.000000    -0.001323     0.552525     0.725681    -0.001323     0.001407    -0.001836
464794.14515   0.8400695924   0.2930637828   277.511700     2.296864     0.120869    -1.701442     0.012887    -0.020617    -0.894205     0.000000     0.001474     0.572086     0.902707     0.001474    -0.000292    -0.001836
464794.15015   0.8400695936   0.2930637807   277.520261     2.299795     0.120245    -1.705016     0.012883    -0.020611    -0.894200     0.000000     0.001075     0.571050     0.448897     0.001075    -0.001192     0.000666
464794.15515   0.8400695948   0.2930637787   277.528835     2.302824     0.119641    -1.706660     0.012881    -0.020612    -0.894202     0.000000    -0.001822     0.642469     0.172113    -0.001822     0.000508    -0.000235
464794.16015   0.8400695960   0.2930637766   277.537418     2.306199     0.119061    -1.708312     0.012882    -0.020622    -0.894203     0.000000    -0.002222     0.707123     0.608317    -0.002222    -0.000492     0.000966
464794.16515   0.8400695971   0.2930637746   277.546013     2.309869     0.118427    -1.711753     0.012876    -0.020630    -0.894212     0.000000    -0.000224     0.732613     0.851848    -0.000224    -0.002391     0.003968
464794.17015   0.8400695983   0.2930637725   277.554624     2.313631     0.117945    -1.714888     0.012867    -0.020629    -0.894227     0.000000     0.000675     0.746296     0.322731     0.000675    -0.000692     0.000465
464794.17515   0.8400695995   0.2930637705   277.563246     2.317382     0.117559    -1.715852     0.012868    -0.020630    -0.894224     0.000000    -0.001023     0.750222     0.030299    -0.001023     0.001407    -0.002837
464794.18015   0.8400696007   0.2930637684   277.571873     2.321215     0.117007    -1.716856     0.012871    -0.020634    -0.894212     0.000000    -0.000224     0.786445     0.499756    -0.000224    -0.000692    -0.001136
464794.18515   0.8400696019   0.2930637663   277.580510     2.325169     0.116447    -1.719843     0.012873    -0.020635    -0.894208     0.000000    -0.000024     0.766895     0.783386    -0.000024     0.001807    -0.000235
464794.19015   0.8400696031   0.2930637643   277.589161     2.328978     0.116159    -1.722631     0.012883    -0.020639    -0.894207     0.000000    -0.001522     0.728793     0.241557    -0.001522     0.002507     0.000165
464794.19515   0.8400696041   0.2930637623   277.597920     2.331970     0.115920    -1.723305     0.012880    -0.020608    -0.894213     0.000000    -0.002122     0.695241    -0.023467    -0.002122    -0.000892     0.003268
464794.20015   0.8400696053   0.2930637602   277.606583     2.335540     0.115763    -1.724076     0.012875    -0.020619    -0.894234     0.000000    -0.001922     0.726652     0.464523    -0.001922    -0.001491     0.006170
464794.20514   0.8400696064   0.2930637584   277.615238     2.340016     0.115888    -1.726998     0.012884    -0.020592    -0.894253     0.000000    -0.002122     0.688314     0.767730    -0.002122     0.002307     0.000666
464794.21015   0.8400696076   0.2930637563   277.623925     2.343335     0.116203    -1.729745     0.012893    -0.020603    -0.894251     0.000000    -0.001922     0.608218     0.283607    -0.001922     0.000908    -0.002437
464794.21515   0.8400696088   0.2930637542   277.632620     2.346317     0.116349    -1.730540     0.012887    -0.020612    -0.894244     0.000000    -0.001522     0.567229     0.030298    -0.001522    -0.003690     0.000465
464794.22015   0.8400696100   0.2930637521   277.641320     2.349238     0.116691    -1.731467     0.012874    -0.020618    -0.894248     0.000000    -0.000324     0.584882     0.459654    -0.000324    -0.001491     0.001466
464794.22515   0.8400696112   0.2930637500   277.650030     2.352137     0.117349    -1.734223     0.012872    -0.020619    -0.894253     0.000000    -0.000024     0.543817     0.727635    -0.000024     0.001107    -0.000035
464794.23015   0.8400696124   0.2930637479   277.658753     2.354809     0.117893    -1.737042     0.012873    -0.020621    -0.894254     0.000000    -0.000623     0.493956     0.370653    -0.000623    -0.001192     0.000966
464794.23515   0.8400696136   0.2930637458   277.667487     2.357294     0.118378    -1.738404     0.012867    -0.020622    -0.894262     0.000000     0.000575     0.483201     0.174068     0.000575    -0.001391     0.002767
464794.24015   0.8400696148   0.2930637437   277.676228     2.359713     0.119206    -1.739898     0.012869    -0.020618    -0.894272     0.000000     0.001275     0.472400     0.514422     0.001275     0.002407     0.000165
464794.24515   0.8400696160   0.2930637416   277.684980     2.362097     0.120174    -1.742773     0.012874    -0.020614    -0.894273     0.000000     0.000475     0.457691     0.697314     0.000475    -0.000492     0.000866
464794.25015   0.8400696172   0.2930637395   277.693748     2.364370     0.120976    -1.745774     0.012865    -0.020611    -0.894279     0.000000     0.000575     0.414634     0.506597     0.000575    -0.003590     0.001766
464794.25515   0.8400696185   0.2930637374   277.702527     2.366478     0.121764    -1.747766     0.012856    -0.020611    -0.894286     0.000000    -0.000224     0.403870     0.288493    -0.000224     0.000008     0.000165
464794.26015   0.8400696197   0.2930637353   277.711316     2.368520     0.122667    -1.749452     0.012854    -0.020613    -0.894285     0.000000    -0.000324     0.394108     0.448891    -0.000324    -0.000692    -0.001136
464794.26515   0.8400696209   0.2930637332   277.720116     2.370619     0.123385    -1.751800     0.012845    -0.020612    -0.894283     0.000000     0.000875     0.422461     0.543759     0.000875    -0.003491     0.001566
464794.27015   0.8400696221   0.2930637311   277.728927     2.372762     0.123907    -1.754064     0.012834    -0.020610    -0.894289     0.000000     0.000076     0.406792     0.361843     0.000076    -0.000392     0.000165
464794.27515   0.8400696233   0.2930637290   277.737747     2.374834     0.124451    -1.755244     0.012836    -0.020612    -0.894287     0.000000    -0.000823     0.411705     0.087994    -0.000823     0.001107    -0.001936
464794.28015   0.8400696245   0.2930637269   277.746571     2.376854     0.124856    -1.755843     0.012831    -0.020616    -0.894281     0.000000    -0.000623     0.381426     0.203402    -0.000623    -0.003690     0.000465
464794.28515   0.8400696257   0.2930637248   277.755399     2.378973     0.125125    -1.756850     0.012817    -0.020623    -0.894285     0.000000    -0.001922     0.458756     0.244478    -0.001922    -0.001691     0.001166
464794.29015   0.8400696270   0.2930637227   277.764233     2.381332     0.125370    -1.757919     0.012814    -0.020632    -0.894285     0.000000    -0.001522     0.471559     0.209270    -0.001522     0.001008    -0.002437
464794.29515   0.8400696282   0.2930637206   277.773072     2.383726     0.125416    -1.758649     0.012817    -0.020640    -0.894275     0.000000    -0.001422     0.478482     0.086040    -0.001422     0.000008    -0.000635
464794.30015   0.8400696294   0.2930637184   277.781913     2.386179     0.125238    -1.759075     0.012817    -0.020645    -0.894281     0.000000    -0.000224     0.501019     0.112448    -0.000224    -0.000292     0.005069
464794.30515   0.8400696306   0.2930637163   277.790757     2.388806     0.125266    -1.759493     0.012822    -0.020647    -0.894304     0.000000    -0.000523     0.559721     0.068438    -0.000523     0.002507     0.003368
464794.31015   0.8400696319   0.2930637142   277.799602     2.391627     0.125324    -1.759729     0.012829    -0.020650    -0.894314     0.000000    -0.000523     0.572463     0.044966    -0.000523    -0.000192    -0.000635
464794.31515   0.8400696331   0.2930637121   277.808449     2.394506     0.125042    -1.760045     0.012821    -0.020655    -0.894314     0.000000    -0.001422     0.570559     0.129076    -0.001422    -0.003391     0.001066
464794.32015   0.8400696343   0.2930637100   277.817298     2.397393     0.124577    -1.760542     0.012812    -0.020662    -0.894320     0.000000    -0.001522     0.572590     0.093867    -0.001522     0.000308     0.001266
464794.32515   0.8400696355   0.2930637078   277.826148     2.400293     0.124299    -1.760521     0.012821    -0.020670    -0.894326     0.000000    -0.001522     0.594184    -0.122275    -0.001522     0.003706     0.001166
464794.33015   0.8400696368   0.2930637057   277.834996     2.403319     0.123938    -1.759852     0.012831    -0.020675    -0.894334     0.000000     0.000176     0.635297    -0.127163     0.000176    -0.000692     0.002667
464794.33515   0.8400696380   0.2930637036   277.843842     2.406524     0.123420    -1.759634     0.012825    -0.020674    -0.894347     0.000000     0.000575     0.650929     0.111475     0.000575    -0.002191     0.002367
464794.34015   0.8400696392   0.2930637014   277.852688     2.409830     0.123041    -1.759971     0.012818    -0.020675    -0.894351     0.000000    -0.001123     0.668551     0.040078    -0.001123     0.000008    -0.002437
464794.34515   0.8400696405   0.2930636993   277.861535     2.413088     0.122772    -1.759636     0.012816    -0.020683    -0.894336     0.000000    -0.002222     0.624627    -0.183891    -0.002222    -0.000792    -0.003938
464794.35015   0.8400696417   0.2930636971   277.870378     2.416286     0.122310    -1.758560     0.012809    -0.020691    -0.894322     0.000000    -0.000224     0.665770    -0.219099    -0.000224    -0.002491    -0.000635
464794.35515   0.8400696429   0.2930636950   277.879217     2.419583     0.121858    -1.757964     0.012802    -0.020692    -0.894318     0.000000     0.000176     0.652083     0.067464     0.000176     0.000008    -0.001436
464794.36015   0.8400696442   0.2930636928   277.888055     2.422763     0.121558    -1.758168     0.012805    -0.020691    -0.894312     0.000000     0.000176     0.611979     0.029321     0.000176     0.001807    -0.000335
464794.36515   0.8400696454   0.2930636907   277.896892     2.425735     0.121358    -1.757556     0.012806    -0.020691    -0.894315     0.000000    -0.000024     0.575791    -0.317881    -0.000024    -0.002391     0.002667
464794.37015   0.8400696466   0.2930636885   277.905723     2.428608     0.121280    -1.755735     0.012797    -0.020694    -0.894328     0.000000    -0.001023     0.587555    -0.391235    -0.001023    -0.001192     0.001766
464794.37515   0.8400696479   0.2930636863   277.914547     2.431437     0.121410    -1.754316     0.012797    -0.020701    -0.894331     0.000000    -0.001622     0.545568    -0.081198    -0.001622     0.001507    -0.001736
464794.38015   0.8400696491   0.2930636842   277.923366     2.434045     0.121498    -1.754085     0.012798    -0.020707    -0.894323     0.000000    -0.000523     0.484009     0.042036    -0.000523    -0.001291    -0.000936
464794.38515   0.8400696504   0.2930636820   277.932183     2.436363     0.121501    -1.753665     0.012792    -0.020705    -0.894323     0.000000     0.001874     0.432144    -0.241594     0.001874    -0.001092     0.001466
464794.39015   0.8400696516   0.2930636798   277.940996     2.438419     0.121772    -1.752157     0.012790    -0.020696    -0.894327     0.000000     0.002273     0.398793    -0.367763     0.002273     0.000308    -0.000235
464794.39515   0.8400696528   0.2930636775   277.950164     2.440847     0.121895    -1.750904     0.012762    -0.020700    -0.894332     0.000000     0.002074     0.350785    -0.066531     0.002074    -0.000692     0.001166
464794.40015   0.8400696541   0.2930636753   277.958967     2.442464     0.122250    -1.751134     0.012755    -0.020690    -0.894344     0.000000     0.001874     0.285159     0.230790     0.001874    -0.002591     0.005169
464794.40515   0.8400696553   0.2930636732   277.967989     2.443879     0.123195    -1.751646     0.012741    -0.020686    -0.894369     0.000000    -0.000623     0.252996     0.007795    -0.000623    -0.000292     0.003968
464794.41015   0.8400696565   0.2930636710   277.976795     2.445006     0.124221    -1.751347     0.012745    -0.020693    -0.894383     0.000000    -0.002222     0.196341    -0.121304    -0.002222     0.002107     0.000265
464794.41515   0.8400696578   0.2930636688   277.985600     2.446002     0.125211    -1.751184     0.012746    -0.020701    -0.894385     0.000000    -0.000823     0.200332     0.124184    -0.000823    -0.002391     0.000666
464794.42015   0.8400696590   0.2930636667   277.994408     2.447006     0.126119    -1.752442     0.012731    -0.020703    -0.894387     0.000000     0.000376     0.177851     0.469429     0.000376    -0.003790    -0.000235
464794.42515   0.8400696603   0.2930636645   278.003224     2.447812     0.127120    -1.754317     0.012722    -0.020704    -0.894384     0.000000    -0.000723     0.115270     0.278711    -0.000723     0.000708    -0.001536
464794.43015   0.8400696616   0.2930636623   278.012047     2.448343     0.128072    -1.754973     0.012723    -0.020709    -0.894379     0.000000    -0.000923     0.085973    -0.047951    -0.000923    -0.000592     0.000265
464794.43515   0.8400696628   0.2930636602   278.020871     2.448795     0.128929    -1.754974     0.012716    -0.020708    -0.894387     0.000000     0.001574     0.091828     0.092885     0.001574    -0.002591     0.003968
464794.44015   0.8400696641   0.2930636580   278.029698     2.449310     0.129860    -1.755945     0.012712    -0.020700    -0.894403     0.000000     0.001774     0.108374     0.354017     0.001774     0.001207     0.001666
464794.44515   0.8400696653   0.2930636558   278.038531     2.449759     0.130777    -1.757407     0.012714    -0.020693    -0.894407     0.000000     0.001374     0.056465     0.220026     0.001374    -0.000692    -0.000736
464794.45015   0.8400696666   0.2930636536   278.047369     2.450042     0.131333    -1.757774     0.012705    -0.020689    -0.894405     0.000000     0.000076     0.048609    -0.113485     0.000076    -0.003291    -0.000135
464794.45515   0.8400696678   0.2930636515   278.056207     2.450342     0.131719    -1.757214     0.012695    -0.020689    -0.894404     0.000000     0.000076     0.074038    -0.090991     0.000076    -0.000292    -0.000535
464794.46015   0.8400696691   0.2930636493   278.065042     2.450760     0.131975    -1.757082     0.012695    -0.020689    -0.894401     0.000000     0.000475     0.097501     0.073318     0.000475     0.000408    -0.000635
464794.46515   0.8400696703   0.2930636471   278.073879     2.451229     0.131853    -1.757402     0.012689    -0.020687    -0.894403     0.000000     0.000475     0.082810     0.057668     0.000475    -0.003490     0.002867
464794.47015   0.8400696716   0.2930636450   278.082715     2.451739     0.131431    -1.757185     0.012674    -0.020685    -0.894418     0.000000     0.000475     0.121910    -0.176084     0.000475    -0.002691     0.002667
464794.47515   0.8400696729   0.2930636428   278.091549     2.452337     0.130959    -1.756351     0.012668    -0.020683    -0.894427     0.000000     0.000176     0.123853    -0.151634     0.000176     0.000808    -0.000135
464794.48015   0.8400696741   0.2930636406   278.100380     2.453011     0.130185    -1.756058     0.012669    -0.020682    -0.894427     0.000000     0.000575     0.154158     0.065489     0.000575    -0.000892     0.000365
464794.48515   0.8400696754   0.2930636384   278.109212     2.453790     0.128996    -1.756541     0.012661    -0.020679    -0.894432     0.000000     0.000975     0.150211     0.132971     0.000975    -0.002591     0.002167
464794.49015   0.8400696766   0.2930636363   278.118045     2.454603     0.127708    -1.756809     0.012653    -0.020678    -0.894439     0.000000    -0.000923     0.172708    -0.066548    -0.000923    -0.000292    -0.000235
464794.49515   0.8400696779   0.2930636341   278.126878     2.455485     0.126394    -1.756401     0.012653    -0.020684    -0.894437     0.000000    -0.001223     0.183523    -0.111537    -0.001223     0.000208    -0.000635
464794.50015   0.8400696791   0.2930636319   278.135709     2.456517     0.124958    -1.756201     0.012648    -0.020689    -0.894437     0.000000    -0.000523     0.235404     0.055706    -0.000523    -0.002391     0.001566
464794.50515   0.8400696804   0.2930636297   278.144541     2.457863     0.123485    -1.756616     0.012641    -0.020693    -0.894442     0.000000    -0.000723     0.305857     0.120256    -0.000723    -0.000492    -0.000335
464794.51015   0.8400696817   0.2930636275   278.153375     2.459336     0.122034    -1.757112     0.012643    -0.020696    -0.894436     0.000000    -0.000523     0.273619     0.060598    -0.000523     0.001907    -0.003338
464794.51515   0.8400696829   0.2930636253   278.162210     2.460664     0.120374    -1.757202     0.012649    -0.020699    -0.894425     0.000000    -0.000324     0.257017    -0.059699    -0.000324     0.000208     0.000565
464794.52015   0.8400696842   0.2930636231   278.171045     2.461951     0.118632    -1.757017     0.012650    -0.020702    -0.894432     0.000000    -0.000823     0.259981    -0.019599    -0.000823     0.000008     0.002967
464794.52515   0.8400696854   0.2930636210   278.179879     2.463271     0.117100    -1.756883     0.012654    -0.020708    -0.894444     0.000000    -0.001622     0.272758    -0.048938    -0.001622     0.001807     0.001166
464794.53015   0.8400696867   0.2930636188   278.188712     2.464626     0.115584    -1.756505     0.012656    -0.020715    -0.894448     0.000000    -0.000923     0.270868    -0.121313    -0.000923    -0.001991    -0.000135
464794.53515   0.8400696879   0.2930636166   278.197541     2.465948     0.113951    -1.755735     0.012641    -0.020717    -0.894449     0.000000     0.000875     0.254246    -0.200536     0.000875    -0.004390     0.001166
464794.54015   0.8400696892   0.2930636144   278.206366     2.467126     0.112494    -1.754600     0.012626    -0.020713    -0.894452     0.000000     0.000575     0.213137    -0.266066     0.000575    -0.001291    -0.001136
464794.54515   0.8400696904   0.2930636122   278.215184     2.468110     0.111274    -1.753109     0.012623    -0.020715    -0.894445     0.000000    -0.001323     0.187731    -0.351154    -0.001323     0.000608    -0.002037
464794.55015   0.8400696917   0.2930636100   278.223995     2.468948     0.109976    -1.751684     0.012622    -0.020718    -0.894440     0.000000     0.000376     0.152549    -0.198581     0.000376    -0.001191     0.001366
464794.55515   0.8400696929   0.2930636078   278.232799     2.469637     0.108803    -1.750796     0.012623    -0.020718    -0.894448     0.000000    -0.000324     0.127121    -0.161415    -0.000324     0.001807     0.002367
464794.56015   0.8400696942   0.2930636055   278.241599     2.470152     0.108040    -1.749583     0.012632    -0.020726    -0.894456     0.000000    -0.002821     0.082211    -0.370712    -0.002821     0.001407    -0.000035
464794.56515   0.8400696954   0.2930636033   278.250390     2.470489     0.107471    -1.747561     0.012630    -0.020739    -0.894458     0.000000    -0.002222     0.060821    -0.447974    -0.002222    -0.002591     0.001066
464794.57015   0.8400696967   0.2930636011   278.259172     2.470756     0.106877    -1.745626     0.012619    -0.020746    -0.894463     0.000000    -0.000024     0.053056    -0.289533    -0.000024    -0.002091     0.000966
464794.57515   0.8400696980   0.2930635989   278.267946     2.470889     0.106535    -1.744621     0.012617    -0.020746    -0.894464     0.000000     0.000376    -0.003675    -0.075344     0.000376     0.002107    -0.001836
464794.58015   0.8400696992   0.2930635967   278.276716     2.470738     0.106351    -1.744029     0.012625    -0.020747    -0.894457     0.000000    -0.000823    -0.061364    -0.191729    -0.000823     0.000608    -0.000035
464794.58515   0.8400697005   0.2930635945   278.285482     2.470385     0.106320    -1.742679     0.012622    -0.020751    -0.894461     0.000000    -0.000523    -0.074042    -0.384401    -0.000523    -0.001991     0.002767
464794.59015   0.8400697017   0.2930635923   278.294239     2.470060     0.106587    -1.740853     0.012619    -0.020753    -0.894472     0.000000    -0.000224    -0.032944    -0.331587    -0.000224     0.001108     0.000565
464794.59515   0.8400697030   0.2930635900   278.302922     2.470505     0.107337    -1.739523     0.012616    -0.020781    -0.894471     0.000000     0.000276    -0.086460    -0.113477     0.000276    -0.000092    -0.002237
464794.60015   0.8400697043   0.2930635877   278.311667     2.470010     0.107793    -1.738638     0.012605    -0.020781    -0.894464     0.000000    -0.000224    -0.112855    -0.253341    -0.000224    -0.004890     0.000766
464794.60515   0.8400697056   0.2930635855   278.320490     2.468922     0.108417    -1.736756     0.012591    -0.020805    -0.894467     0.000000    -0.000324    -0.095994    -0.491976    -0.000324    -0.001791     0.001666
464794.61015   0.8400697069   0.2930635833   278.329217     2.468425     0.109303    -1.734297     0.012593    -0.020806    -0.894471     0.000000     0.000276    -0.075451    -0.483173     0.000276     0.003007    -0.001536
464794.61515   0.8400697081   0.2930635811   278.337933     2.468018     0.110038    -1.732238     0.012602    -0.020803    -0.894464     0.000000     0.000975    -0.059828    -0.315929     0.000975     0.000208    -0.000736
464794.62015   0.8400697094   0.2930635789   278.346641     2.467665     0.110546    -1.730684     0.012598    -0.020800    -0.894463     0.000000     0.000675    -0.065734    -0.298325     0.000675    -0.001891     0.000766
464794.62515   0.8400697106   0.2930635767   278.355338     2.467317     0.111153    -1.728382     0.012595    -0.020799    -0.894466     0.000000    -0.000523    -0.050086    -0.669978    -0.000523     0.000708     0.000265
464794.63015   0.8400697119   0.2930635745   278.364021     2.467039     0.111699    -1.724866     0.012597    -0.020803    -0.894466     0.000000    -0.000823    -0.023643    -0.740395    -0.000823     0.000108    -0.000235
464794.63515   0.8400697131   0.2930635723   278.372688     2.466953     0.111801    -1.721850     0.012597    -0.020807    -0.894470     0.000000    -0.000523     0.021382    -0.411776    -0.000523    -0.000592     0.002767
464794.64015   0.8400697144   0.2930635701   278.381343     2.467107     0.111760    -1.720215     0.012599    -0.020811    -0.894481     0.000000    -0.000923     0.061520    -0.210300    -0.000923     0.001607     0.001266
464794.64515   0.8400697156   0.2930635679   278.389990     2.467427     0.111737    -1.718559     0.012604    -0.020816    -0.894484     0.000000    -0.001123     0.087980    -0.492950    -0.001123     0.000208    -0.000736
464794.65015   0.8400697169   0.2930635657   278.398627     2.467872     0.111452    -1.715980     0.012598    -0.020819    -0.894484     0.000000     0.000276     0.115389    -0.538917     0.000276    -0.002991     0.001266
464794.65515   0.8400697181   0.2930635635   278.407252     2.468586     0.110968    -1.713918     0.012587    -0.020818    -0.894490     0.000000     0.000376     0.195575    -0.230839     0.000376    -0.001191     0.000966
464794.66015   0.8400697194   0.2930635613   278.415870     2.469681     0.110436    -1.713157     0.012588    -0.020817    -0.894492     0.000000    -0.000024     0.260120    -0.042078    -0.000024     0.001607    -0.000936
464794.66515   0.8400697206   0.2930635591   278.424485     2.471010     0.109764    -1.712698     0.012588    -0.020817    -0.894490     0.000000     0.000575     0.281627    -0.157487     0.000575    -0.001891     0.000766
